illumina_sample_id,sample_id,site_id,original_sample_type,updated_sample_type,keep_samples,year,month,day,SampleID,water_type,salinity_notes,aquarium_salinity,position_of_meristem,length_cm,width_cm,fouling,bleaching,recovered_bleaching,blistering,reproductive,split,flap,holes,lab_or_field_sampled,aquarium,aquarium_day,desmerestia,spad500_reading_1,spad500_reading_2,notes,N.conduct,mean.conduct,sd.conduct,N.ph,mean.ph,sd.ph,N.temp,mean.temp,sd.temp,se.conduct,lci.conduct,uci.conduct,se.temp,lci.temp,uci.temp,se.ph,lci.ph,uci.ph
meristem3-cp-2022-5-16,meristem3-cp-2022-5-16,cp,meristem,meristem,y,2022,5,16,meristem3-cp-2022-5-16,ocean,,NA,submerged,38,18,med,yes,,yes,,,,,field,,,,NA,NA,say SCP on tube,3,21.13,0.15099669,3,8.131772,0.002783369,3,10.9,0.26457513,0.087177979,20.959131,21.30087,0.15275252,10.600605,11.19939,0.15275252,7.832377,8.431167
meristem3-cp-2022-6-27,meristem3-cp-2022-6-27,cp,meristem,meristem,y,2022,6,27,meristem3-cp-2022-6-27,ocean,,NA,submerged,34.5,11.5,low,no,,no,no,no,no,,field,,,,NA,NA,,3,23.2,0.07937254,3,8.051423,0.002783369,3,16.7,0,0.045825757,23.110182,23.28982,0,16.7,16.7,0,8.051423,8.051423
meristem3-cp-2022-7-13,meristem3-cp-2022-7-13,cp,meristem,meristem,y,2022,7,13,meristem3-cp-2022-7-13,ocean,,NA,submerged,67,19,l,yes,,,,,,,field,,,,NA,NA,look terrible,3,24.24,0.01,3,8.057851,0,3,16.56667,0.11547005,0.005773503,24.228684,24.25132,0.06666667,16.436,16.69733,0.06666667,7.927185,8.188518
meristem3-cp-2022-7-26,meristem3-cp-2022-7-26,cp,meristem,meristem,y,2022,7,26,meristem3-cp-2022-7-26,ocean,,NA,submerged,24,7.5,m,no,,no,,,,,field,,,,NA,NA,,3,25.52333,0.23860707,3,8.038567,0,3,18.13333,0.2081666,0.137759855,25.253324,25.79334,0.12018504,17.897771,18.3689,0.12018504,7.803005,8.27413
meristem3-gw-2022-4-19,meristem3-gw-2022-4-19,gw,meristem,meristem,y,2022,4,19,meristem3-gw-2022-4-19,ocean,,10,submerged,33.5,15.5,low,no,,no,,,,,field,yes,D-1,,NA,NA,no innert lab surface/water at t=0,3,32.33333,0.57735027,3,NA,NA,3,NA,NA,0.333333333,31.68,32.98667,NA,NA,NA,NA,NA,NA
meristem3-scp-2022-4-18,meristem3-scp-2022-4-18,scp,meristem,meristem,y,2022,4,18,meristem3-scp-2022-4-18,ocean,,NA,submerged,14.5,4,low,no,,no,,,,,field,,,,NA,NA,,3,28.33333,2.88675135,3,NA,NA,3,NA,NA,1.666666667,25.066667,31.6,NA,NA,NA,NA,NA,NA
meristem3-scp-2022-5-16,meristem3-scp-2022-5-16,scp,meristem,meristem,y,2022,5,16,meristem3-scp-2022-5-16,ocean,,NA,submerged,36,14,low,no,,no,no,,,,field,,,,NA,NA,strange morphology (maybe costaria hybrid but probably not) and says SCP on tube,3,22.23,0.49689033,3,8.128558,0.002783369,3,10.96667,0.25166115,0.286879766,21.667716,22.79228,0.14529663,10.681885,11.25145,0.14529663,7.843777,8.41334
meristem3-scp-2022-5-2,meristem3-scp-2022-5-2,scp,meristem,meristem,y,2022,5,2,meristem3-scp-2022-5-2,ocean,,NA,submerged,32,8,low,no,,no,,,,,field,,,,NA,NA,,3,25.42333,0.13051181,3,8.125344,0,3,11.23333,0.05773503,0.07535103,25.275645,25.57102,0.03333333,11.168,11.29867,0.03333333,8.060011,8.190678
meristem3-scp-2022-5-30,meristem3-scp-2022-5-30,scp,meristem,meristem,y,2022,5,30,meristem3-scp-2022-5-30,ocean,,NA,submerged,47,12,med,no,,no,no,no,,,field,,,,NA,NA,,3,16.73333,0.11718931,3,8.096419,0,3,13.53333,0.15275252,0.067659277,16.600721,16.86595,0.08819171,13.360478,13.70619,0.08819171,7.923563,8.269274
meristem3-scp-2022-6-27,meristem3-scp-2022-6-27,scp,meristem,meristem,y,2022,6,27,meristem3-scp-2022-6-27,ocean,,NA,submerged,15.5,6.5,med,yes,,no,no,no,no,,field,,,,NA,NA,,3,19.50667,0.37554405,3,8.067493,0,3,15.66667,0.05773503,0.216820458,19.081699,19.93163,0.03333333,15.601333,15.732,0.03333333,8.00216,8.132826
meristem3-scp-2022-7-13,meristem3-scp-2022-7-13,scp,meristem,meristem,y,2022,7,13,meristem3-scp-2022-7-13,ocean,,NA,submerged,21,5.5,l,,,,,,,,field,,,,NA,NA,,3,18.07333,0.21126602,3,8.038567,0,3,17.96667,0.05773503,0.121974496,17.834263,18.3124,0.03333333,17.901333,18.032,0.03333333,7.973234,8.103901
meristem3-scp-2022-7-26,meristem3-scp-2022-7-26,scp,meristem,meristem,y,2022,7,26,meristem3-scp-2022-7-26,ocean,,NA,submerged,19,5.5,l,no,,no,,,,,field,,,,NA,NA,,3,24.73333,0.69407012,3,8.065886,0.007364102,3,15.83333,0.55075706,0.400721571,23.947919,25.51875,0.31797973,15.210093,16.45657,0.31797973,7.442646,8.689126
meristem3-tb-2022-4-19,meristem3-tb-2022-4-19,tb,meristem,meristem,y,2022,4,19,meristem3-tb-2022-4-19,ocean,,NA,submerged,5.8,2.2,low,no,,no,,,,,field,,,,NA,NA,,3,27.66667,0.57735027,3,NA,NA,3,NA,NA,0.333333333,27.013333,28.32,NA,NA,NA,NA,NA,NA
meristem3-tb-2022-6-14,meristem3-tb-2022-6-14,tb,meristem,meristem,y,2022,6,14,meristem3-tb-2022-6-14,ocean,,30,submerged,53,6.5,low,no,,no,yes,no,no,,field,yes,D-1,,NA,NA,,3,12,0,3,NA,NA,3,NA,NA,0,12,12,NA,NA,NA,NA,NA,NA
meristem3-tb-2022-6-28,meristem3-tb-2022-6-28,tb,meristem,meristem,y,2022,6,28,meristem3-tb-2022-6-28,ocean,,NA,submerged,19,6,sev,no,,no,,,,,field,,,,NA,NA,,3,16.45333,0.16921387,3,8.054637,0.005566739,3,16.63333,0.05773503,0.097695673,16.26185,16.64482,0.03333333,16.568,16.69867,0.03333333,7.989304,8.119971
meristem4-cp-2022-4-18,meristem4-cp-2022-4-18,cp,meristem,meristem,y,2022,4,18,meristem4-cp-2022-4-18,ocean,,NA,submerged,7.62,2.286,low,no,,no,,,,,field,,,,NA,NA,,3,30,0,3,NA,NA,3,NA,NA,0,30,30,NA,NA,NA,NA,NA,NA
meristem4-cp-2022-5-2,meristem4-cp-2022-5-2,cp,meristem,meristem,y,2022,5,2,meristem4-cp-2022-5-2,ocean,,NA,submerged,63,24,low,no,,no,,,,,field,,,,NA,NA,,3,24.55333,0.46576103,3,8.134986,0,3,10.5,0.1,0.268907254,24.026275,25.08039,0.05773503,10.386839,10.61316,0.05773503,8.021826,8.248147
meristem4-cp-2022-5-30,meristem4-cp-2022-5-30,cp,meristem,meristem,y,2022,5,30,meristem4-cp-2022-5-30,ocean,,NA,submerged,39,19,low,no,,no,no,no,,,field,,,,NA,NA,,3,22.43333,0.0305505,3,8.112489,0.002783369,3,12.3,0.2,0.017638342,22.398762,22.4679,0.11547005,12.073679,12.52632,0.11547005,7.886167,8.33881
meristem4-cp-2022-6-13,meristem4-cp-2022-6-13,cp,meristem,meristem,y,2022,6,13,meristem4-cp-2022-6-13,ocean,,NA,submerged,40.5,12.5,med,yes,,no,,,,,field,,,,NA,NA,,3,22,0,3,NA,NA,3,NA,NA,0,22,22,NA,NA,NA,NA,NA,NA
meristem4-cp-2022-6-27,meristem4-cp-2022-6-27,cp,meristem,meristem,y,2022,6,27,meristem4-cp-2022-6-27,ocean,,NA,submerged,52.5,17,med,yes,,no,no,no,no,,field,,,,NA,NA,,3,23.2,0.07937254,3,8.051423,0.002783369,3,16.7,0,0.045825757,23.110182,23.28982,0,16.7,16.7,0,8.051423,8.051423
meristem4-cp-2022-7-13,meristem4-cp-2022-7-13,cp,meristem,meristem,y,2022,7,13,meristem4-cp-2022-7-13,ocean,,NA,submerged,57,13,l,yes,,,,,,,field,,,,NA,NA,look terrible,3,24.24,0.01,3,8.057851,0,3,16.56667,0.11547005,0.005773503,24.228684,24.25132,0.06666667,16.436,16.69733,0.06666667,7.927185,8.188518
meristem4-cp-2022-7-26,meristem4-cp-2022-7-26,cp,meristem,meristem,y,2022,7,26,meristem4-cp-2022-7-26,ocean,,NA,submerged,10,4.5,l,no,,no,,,,,field,,,,NA,NA,,3,25.52333,0.23860707,3,8.038567,0,3,18.13333,0.2081666,0.137759855,25.253324,25.79334,0.12018504,17.897771,18.3689,0.12018504,7.803005,8.27413
meristem4-gw-2022-4-19,meristem4-gw-2022-4-19,gw,meristem,meristem,y,2022,4,19,meristem4-gw-2022-4-19,ocean,,30,submerged,33,14,low,no,,no,,,,,field,yes,D-1,,NA,NA,no innert lab surface/water at t=0,3,32.33333,0.57735027,3,NA,NA,3,NA,NA,0.333333333,31.68,32.98667,NA,NA,NA,NA,NA,NA
meristem4-gw-2022-5-3,meristem4-gw-2022-5-3,gw,meristem,meristem,y,2022,5,3,meristem4-gw-2022-5-3,ocean,,30,submerged,35,14.5,med,no,,no,,,,,field,yes,D-1,,NA,NA,,3,27.76333,0.06806859,3,8.1382,0.002783369,3,10.3,0.1,0.03929942,27.686306,27.84036,0.05773503,10.186839,10.41316,0.05773503,8.02504,8.251361
meristem4-gw-2022-6-14,meristem4-gw-2022-6-14,gw,meristem,meristem,y,2022,6,14,meristem4-gw-2022-6-14,ocean,,30,submerged,38,11,med,no,,no,no,no,no,yes,field,,D-1,,NA,NA,,3,25.66667,0.57735027,3,NA,NA,3,NA,NA,0.333333333,25.013333,26.32,NA,NA,NA,NA,NA,NA
meristem4-gw-2022-6-28,meristem4-gw-2022-6-28,gw,meristem,meristem,y,2022,6,28,meristem4-gw-2022-6-28,ocean,,30,submerged,12,6.5,sev,yes,,no,,,,,field,,D-1,,NA,NA,,3,23.72667,0.16862187,3,8.080349,0.002783369,3,14.63333,0.15275252,0.097353879,23.535853,23.91748,0.08819171,14.460478,14.80619,0.08819171,7.907493,8.253205
meristem4-gw-2022-7-12,meristem4-gw-2022-7-12,gw,meristem,meristem,y,2022,7,12,meristem4-gw-2022-7-12,ocean,,30,submerged,21,7.5,m,yes,,,,,,,field,,D-1,,NA,NA,,3,25.36,0.31432467,3,8.080349,0.002783369,3,14.7,0.17320508,0.181475435,25.004308,25.71569,0.1,14.504,14.896,0.1,7.884349,8.276349
meristem4-scp-2022-4-18,meristem4-scp-2022-4-18,scp,meristem,meristem,y,2022,4,18,meristem4-scp-2022-4-18,ocean,,NA,submerged,40.5,9,low,no,,no,,,,,field,,,,NA,NA,,3,28.33333,2.88675135,3,NA,NA,3,NA,NA,1.666666667,25.066667,31.6,NA,NA,NA,NA,NA,NA
meristem4-scp-2022-5-16,meristem4-scp-2022-5-16,scp,meristem,meristem,y,2022,5,16,meristem4-scp-2022-5-16,ocean,,NA,submerged,39,14,low,no,,no,no,,,,field,,,,NA,NA,says cp on tube,3,22.23,0.49689033,3,8.128558,0.002783369,3,10.96667,0.25166115,0.286879766,21.667716,22.79228,0.14529663,10.681885,11.25145,0.14529663,7.843777,8.41334
meristem4-scp-2022-5-2,meristem4-scp-2022-5-2,scp,meristem,meristem,y,2022,5,2,meristem4-scp-2022-5-2,ocean,,NA,submerged,6,4,low,no,,no,,,,,field,,,,NA,NA,,3,25.42333,0.13051181,3,8.125344,0,3,11.23333,0.05773503,0.07535103,25.275645,25.57102,0.03333333,11.168,11.29867,0.03333333,8.060011,8.190678
meristem4-scp-2022-6-13,meristem4-scp-2022-6-13,scp,meristem,meristem,y,2022,6,13,meristem4-scp-2022-6-13,ocean,,NA,submerged,39,11,med,no,,no,,,,,field,,,,NA,NA,,3,18,0,3,NA,NA,3,NA,NA,0,18,18,NA,NA,NA,NA,NA,NA
meristem4-scp-2022-6-27,meristem4-scp-2022-6-27,scp,meristem,meristem,y,2022,6,27,meristem4-scp-2022-6-27,ocean,,NA,submerged,18,6,sev,no,,yes,no,no,no,,field,,,,NA,NA,,3,19.50667,0.37554405,3,8.067493,0,3,15.66667,0.05773503,0.216820458,19.081699,19.93163,0.03333333,15.601333,15.732,0.03333333,8.00216,8.132826
meristem4-scp-2022-7-13,meristem4-scp-2022-7-13,scp,meristem,meristem,y,2022,7,13,meristem4-scp-2022-7-13,ocean,,NA,submerged,19.5,11,m,,,,,,y,,field,,,,NA,NA,,3,18.07333,0.21126602,3,8.038567,0,3,17.96667,0.05773503,0.121974496,17.834263,18.3124,0.03333333,17.901333,18.032,0.03333333,7.973234,8.103901
meristem4-scp-2022-7-26,meristem4-scp-2022-7-26,scp,meristem,meristem,y,2022,7,26,meristem4-scp-2022-7-26,ocean,,NA,submerged,16,7.5,m,no,,no,,,,,field,,,,NA,NA,,3,24.73333,0.69407012,3,8.065886,0.007364102,3,15.83333,0.55075706,0.400721571,23.947919,25.51875,0.31797973,15.210093,16.45657,0.31797973,7.442646,8.689126
meristem4-tb-2022-4-19,meristem4-tb-2022-4-19,tb,meristem,meristem,y,2022,4,19,meristem4-tb-2022-4-19,ocean,,NA,submerged,27.5,6.5,low,yes,,no,,,,,field,,,,NA,NA,,3,27.66667,0.57735027,3,NA,NA,3,NA,NA,0.333333333,27.013333,28.32,NA,NA,NA,NA,NA,NA
meristem4-tb-2022-5-3,meristem4-tb-2022-5-3,tb,meristem,meristem,y,2022,5,3,meristem4-tb-2022-5-3,ocean,,NA,submerged,13,2,med,yes,,no,,,,,field,,,,NA,NA,,3,24.59,0.02645751,3,8.120523,0,3,11.76667,0.05773503,0.015275252,24.560061,24.61994,0.03333333,11.701333,11.832,0.03333333,8.05519,8.185857
meristem4-tb-2022-6-28,meristem4-tb-2022-6-28,tb,meristem,meristem,y,2022,6,28,meristem4-tb-2022-6-28,ocean,,NA,submerged,30.5,5,sev,no,,no,,,,,field,,,,NA,NA,,3,16.45333,0.16921387,3,8.054637,0.005566739,3,16.63333,0.05773503,0.097695673,16.26185,16.64482,0.03333333,16.568,16.69867,0.03333333,7.989304,8.119971
meristem5-cp-2022-4-18,meristem5-cp-2022-4-18,cp,meristem,meristem,y,2022,4,18,meristem5-cp-2022-4-18,ocean,,NA,submerged,3.556,2.032,low,no,,no,,,,,field,,,,NA,NA,,3,30,0,3,NA,NA,3,NA,NA,0,30,30,NA,NA,NA,NA,NA,NA
meristem5-cp-2022-5-16,meristem5-cp-2022-5-16,cp,meristem,meristem,y,2022,5,16,meristem5-cp-2022-5-16,ocean,,NA,submerged,73,28,low,no,,no,,,,,field,,,,NA,NA,say SCP on tube,3,21.13,0.15099669,3,8.131772,0.002783369,3,10.9,0.26457513,0.087177979,20.959131,21.30087,0.15275252,10.600605,11.19939,0.15275252,7.832377,8.431167
meristem5-cp-2022-5-2,meristem5-cp-2022-5-2,cp,meristem,meristem,y,2022,5,2,meristem5-cp-2022-5-2,ocean,,NA,submerged,36,19,low,yes,,no,,,,,field,,,,NA,NA,,3,24.55333,0.46576103,3,8.134986,0,3,10.5,0.1,0.268907254,24.026275,25.08039,0.05773503,10.386839,10.61316,0.05773503,8.021826,8.248147
meristem5-cp-2022-5-30,meristem5-cp-2022-5-30,cp,meristem,meristem,y,2022,5,30,meristem5-cp-2022-5-30,ocean,,NA,submerged,16,4,med,no,,no,no,no,,,field,,,,NA,NA,,3,22.43333,0.0305505,3,8.112489,0.002783369,3,12.3,0.2,0.017638342,22.398762,22.4679,0.11547005,12.073679,12.52632,0.11547005,7.886167,8.33881
meristem5-cp-2022-6-27,meristem5-cp-2022-6-27,cp,meristem,meristem,y,2022,6,27,meristem5-cp-2022-6-27,ocean,,NA,submerged,77,21.5,sev,yes,,no,no,no,no,,field,,,,NA,NA,,3,23.2,0.07937254,3,8.051423,0.002783369,3,16.7,0,0.045825757,23.110182,23.28982,0,16.7,16.7,0,8.051423,8.051423
meristem5-cp-2022-7-13,meristem5-cp-2022-7-13,cp,meristem,meristem,y,2022,7,13,meristem5-cp-2022-7-13,ocean,,NA,submerged,44,16.5,l,yes,,,,,,,field,,,,NA,NA,,3,24.24,0.01,3,8.057851,0,3,16.56667,0.11547005,0.005773503,24.228684,24.25132,0.06666667,16.436,16.69733,0.06666667,7.927185,8.188518
meristem5-cp-2022-7-26,meristem5-cp-2022-7-26,cp,meristem,meristem,y,2022,7,26,meristem5-cp-2022-7-26,ocean,,NA,submerged,22,9.5,l,no,,no,,,,,field,,,,NA,NA,,3,25.52333,0.23860707,3,8.038567,0,3,18.13333,0.2081666,0.137759855,25.253324,25.79334,0.12018504,17.897771,18.3689,0.12018504,7.803005,8.27413
meristem5-gw-2022-4-19,meristem5-gw-2022-4-19,gw,meristem,meristem,y,2022,4,19,meristem5-gw-2022-4-19,ocean,,20,submerged,13.5,5.5,low,no,,no,,,,,field,yes,D-1,,NA,NA,no innert lab surface/water at t=0,3,32.33333,0.57735027,3,NA,NA,3,NA,NA,0.333333333,31.68,32.98667,NA,NA,NA,NA,NA,NA
meristem5-scp-2022-4-18,meristem5-scp-2022-4-18,scp,meristem,meristem,y,2022,4,18,meristem5-scp-2022-4-18,ocean,,NA,submerged,19,8,low,no,,no,,,,,field,,,,NA,NA,,3,28.33333,2.88675135,3,NA,NA,3,NA,NA,1.666666667,25.066667,31.6,NA,NA,NA,NA,NA,NA
meristem5-scp-2022-5-16,meristem5-scp-2022-5-16,scp,meristem,meristem,y,2022,5,16,meristem5-scp-2022-5-16,ocean,,NA,submerged,16,5.5,med,no,,no,no,,,,field,,,,NA,NA,says cp on tube,3,22.23,0.49689033,3,8.128558,0.002783369,3,10.96667,0.25166115,0.286879766,21.667716,22.79228,0.14529663,10.681885,11.25145,0.14529663,7.843777,8.41334
meristem5-scp-2022-5-2,meristem5-scp-2022-5-2,scp,meristem,meristem,y,2022,5,2,meristem5-scp-2022-5-2,ocean,,NA,submerged,34,8,low,no,,no,,,,,field,,,,NA,NA,,3,25.42333,0.13051181,3,8.125344,0,3,11.23333,0.05773503,0.07535103,25.275645,25.57102,0.03333333,11.168,11.29867,0.03333333,8.060011,8.190678
meristem5-scp-2022-6-13,meristem5-scp-2022-6-13,scp,meristem,meristem,y,2022,6,13,meristem5-scp-2022-6-13,ocean,,NA,submerged,16,6.5,low,no,,no,,,,,field,,,,NA,NA,,3,18,0,3,NA,NA,3,NA,NA,0,18,18,NA,NA,NA,NA,NA,NA
meristem5-scp-2022-6-27,meristem5-scp-2022-6-27,scp,meristem,meristem,y,2022,6,27,meristem5-scp-2022-6-27,ocean,,NA,submerged,30,3.5,low,no,,yes,no,no,no,,field,,,,NA,NA,,3,19.50667,0.37554405,3,8.067493,0,3,15.66667,0.05773503,0.216820458,19.081699,19.93163,0.03333333,15.601333,15.732,0.03333333,8.00216,8.132826
meristem5-scp-2022-7-13,meristem5-scp-2022-7-13,scp,meristem,meristem,y,2022,7,13,meristem5-scp-2022-7-13,ocean,,NA,submerged,33.5,8,m,,,,,,,,field,,,,NA,NA,,3,18.07333,0.21126602,3,8.038567,0,3,17.96667,0.05773503,0.121974496,17.834263,18.3124,0.03333333,17.901333,18.032,0.03333333,7.973234,8.103901
meristem5-scp-2022-7-26,meristem5-scp-2022-7-26,scp,meristem,meristem,y,2022,7,26,meristem5-scp-2022-7-26,ocean,,NA,submerged,15.5,4.5,l,no,,no,,,,,field,,,,NA,NA,,3,24.73333,0.69407012,3,8.065886,0.007364102,3,15.83333,0.55075706,0.400721571,23.947919,25.51875,0.31797973,15.210093,16.45657,0.31797973,7.442646,8.689126
meristem5-tb-2022-5-17,meristem5-tb-2022-5-17,tb,meristem,meristem,y,2022,5,17,meristem5-tb-2022-5-17,ocean,,NA,submerged,49,11,low,yes,,no,no,,,,field,,,,NA,NA,,3,21.18,0.45033321,3,8.107668,0.005566739,3,12.63333,0.57735027,0.26,20.6704,21.6896,0.33333333,11.98,13.28667,0.33333333,7.454334,8.761001
meristem5-tb-2022-5-31,meristem5-tb-2022-5-31,tb,meristem,meristem,y,2022,5,31,meristem5-tb-2022-5-31,ocean,,NA,submerged,17,5,high,yes,,yes,no,no,,,field,,,,NA,NA,,3,16.57667,0.28041636,3,8.073921,0.002783369,3,15.2,0.26457513,0.161898459,16.259346,16.89399,0.15275252,14.900605,15.49939,0.15275252,7.774526,8.373316
meristem5-tb-2022-6-14,meristem5-tb-2022-6-14,tb,meristem,meristem,y,2022,6,14,meristem5-tb-2022-6-14,ocean,,30,submerged,33,9,low,no,,no,no,no,no,,field,yes,D-1,,NA,NA,,3,12,0,3,NA,NA,3,NA,NA,0,12,12,NA,NA,NA,NA,NA,NA
meristem5-tb-2022-6-28,meristem5-tb-2022-6-28,tb,meristem,meristem,y,2022,6,28,meristem5-tb-2022-6-28,ocean,,NA,submerged,18.5,4.5,sev,yes,,yes,,,,,field,,,,NA,NA,,3,16.45333,0.16921387,3,8.054637,0.005566739,3,16.63333,0.05773503,0.097695673,16.26185,16.64482,0.03333333,16.568,16.69867,0.03333333,7.989304,8.119971
meristem5-tb-2022-7-12,meristem5-tb-2022-7-12,tb,meristem,meristem,y,2022,7,12,meristem5-tb-2022-7-12,ocean,,NA,submerged,56,7,m,,,,,,,,field,,,,NA,NA,,3,13.33667,0.37541089,3,8.020891,0.002783369,3,19.3,0,0.216743576,12.911849,13.76148,0,19.3,19.3,0,8.020891,8.020891
meristem5-tb-2022-7-27,meristem5-tb-2022-7-27,tb,meristem,meristem,y,2022,7,27,meristem5-tb-2022-7-27,ocean,,NA,submerged,58.5,9.5,l,,,,,,,,field,,,,NA,NA,drift,3,20.72333,0.57951129,3,8.035354,0.002783369,3,18.3,0.34641016,0.334580998,20.067555,21.37911,0.2,17.908,18.692,0.2,7.643354,8.427354
meristem6-cp-2022-4-18,meristem6-cp-2022-4-18,cp,meristem,meristem,y,2022,4,18,meristem6-cp-2022-4-18,ocean,,NA,submerged,3.556,2.286,low,no,,no,,,,,field,,,,NA,NA,,3,30,0,3,NA,NA,3,NA,NA,0,30,30,NA,NA,NA,NA,NA,NA
meristem6-cp-2022-5-16,meristem6-cp-2022-5-16,cp,meristem,meristem,y,2022,5,16,meristem6-cp-2022-5-16,ocean,,NA,submerged,29,13,low,no,,yes,,,,,field,,,,NA,NA,say SCP on tube,3,21.13,0.15099669,3,8.131772,0.002783369,3,10.9,0.26457513,0.087177979,20.959131,21.30087,0.15275252,10.600605,11.19939,0.15275252,7.832377,8.431167
meristem6-cp-2022-5-2,meristem6-cp-2022-5-2,cp,meristem,meristem,y,2022,5,2,meristem6-cp-2022-5-2,ocean,,NA,submerged,26,15,low,no,,no,,,,,field,,,,NA,NA,,3,24.55333,0.46576103,3,8.134986,0,3,10.5,0.1,0.268907254,24.026275,25.08039,0.05773503,10.386839,10.61316,0.05773503,8.021826,8.248147
meristem6-cp-2022-6-13,meristem6-cp-2022-6-13,cp,meristem,meristem,y,2022,6,13,meristem6-cp-2022-6-13,ocean,,NA,submerged,66,21,med,yes,,no,,,,,field,,,,NA,NA,,3,22,0,3,NA,NA,3,NA,NA,0,22,22,NA,NA,NA,NA,NA,NA
meristem6-cp-2022-7-13,meristem6-cp-2022-7-13,cp,meristem,meristem,y,2022,7,13,meristem6-cp-2022-7-13,ocean,,NA,submerged,23,10.5,l,yes,,,,,,,field,,,,NA,NA,,3,24.24,0.01,3,8.057851,0,3,16.56667,0.11547005,0.005773503,24.228684,24.25132,0.06666667,16.436,16.69733,0.06666667,7.927185,8.188518
meristem6-cp-2022-7-26,meristem6-cp-2022-7-26,cp,meristem,meristem,y,2022,7,26,meristem6-cp-2022-7-26,ocean,,NA,submerged,27.5,9.5,m,no,,no,,,,,field,,,,NA,NA,,3,25.52333,0.23860707,3,8.038567,0,3,18.13333,0.2081666,0.137759855,25.253324,25.79334,0.12018504,17.897771,18.3689,0.12018504,7.803005,8.27413
meristem6-scp-2022-5-16,meristem6-scp-2022-5-16,scp,meristem,meristem,y,2022,5,16,meristem6-scp-2022-5-16,ocean,,NA,submerged,29,11.5,low,no,,no,no,,,,field,,,,NA,NA,says cp on tube,3,22.23,0.49689033,3,8.128558,0.002783369,3,10.96667,0.25166115,0.286879766,21.667716,22.79228,0.14529663,10.681885,11.25145,0.14529663,7.843777,8.41334
meristem6-scp-2022-5-2,meristem6-scp-2022-5-2,scp,meristem,meristem,y,2022,5,2,meristem6-scp-2022-5-2,ocean,,NA,submerged,19,3,med,no,,no,,,,,field,,,,NA,NA,,3,25.42333,0.13051181,3,8.125344,0,3,11.23333,0.05773503,0.07535103,25.275645,25.57102,0.03333333,11.168,11.29867,0.03333333,8.060011,8.190678
